A01.1	75.8570417562	141.0	1049122.0	45.4545454545	44.0
A02.1	74.2242854024	141.0	1266375.0	45.4545454545	41.0
A03.1	78.2882886656	141.0	1065459.0	45.4545454545	39.0
A04.1	79.5419050567	141.0	1546863.0	36.3636363636	41.0
A05.1	84.3939503792	141.0	2570422.0	36.3636363636	39.0
A06.1	82.9873377921	141.0	3133365.0	36.3636363636	41.0
A07.1	81.2185257868	141.0	3417097.0	36.3636363636	40.0
A08.1	83.7810694069	141.0	2715159.0	36.3636363636	40.0
A09.1	87.610042207	141.0	6029021.0	36.3636363636	40.0
A10.1	84.4018058145	141.0	2590385.0	36.3636363636	40.0
A11.1	80.7752179439	141.0	1317143.0	45.4545454545	46.0
A12.1	85.0227354754	141.0	3409298.0	36.3636363636	41.0
B01.1	83.9732721005	141.0	3967950.0	36.3636363636	41.0
B02.1	81.4103148331	141.0	2334222.0	36.3636363636	41.0
B03.1	83.7905521149	141.0	3911405.0	45.4545454545	40.0
B04.1	82.7839815279	141.0	2415195.0	36.3636363636	41.0
B05.1	82.2893155114	141.0	2032779.0	36.3636363636	40.0
B06.1	79.6797703758	141.0	2743142.0	36.3636363636	40.0
B07.1	81.8849050461	141.0	3034073.0	36.3636363636	40.0
B08.1	73.2907895846	141.0	1683391.0	36.3636363636	41.0
B09.1	84.6406110495	141.0	3986036.0	45.4545454545	40.0
B10.1	84.9139707643	141.0	3101617.0	36.3636363636	41.0
B11.1	85.6827287336	141.0	4449322.0	36.3636363636	40.0
B12.1	72.7743465041	141.0	780900.0	45.4545454545	41.0
C01.1	74.764200047	141.0	755715.0	36.3636363636	41.0
C02.1	72.5005842314	141.0	628670.0	45.4545454545	40.0
C03.1	83.8553696592	141.0	4623447.0	36.3636363636	41.0
C04.1	85.4035656192	141.0	3721123.0	36.3636363636	41.0
C05.1	78.6103066065	141.0	1963248.0	36.3636363636	41.0
C06.1	83.3623342032	141.0	2906489.0	36.3636363636	40.0
C07.1	81.7902457822	141.0	2544192.0	36.3636363636	40.0
C08.1	83.0169141903	141.0	2420648.0	36.3636363636	39.0
C09.1	82.0028878729	141.0	2669077.0	36.3636363636	40.0
C10.1	86.0968630082	141.0	3136780.0	45.4545454545	40.0
C11.1	82.3550611115	141.0	3034824.0	36.3636363636	41.0
C12.1	76.2017914792	141.0	1022920.0	36.3636363636	41.0
D01.1	83.0346364461	141.0	3441822.0	45.4545454545	41.0
D02.1	68.9610041773	141.0	516050.0	45.4545454545	41.0
D03.1	82.1881701727	141.0	2832368.0	45.4545454545	42.0
D04.1	83.8817085954	141.0	3099977.0	45.4545454545	41.0
D05.1	80.5421291715	141.0	1933553.0	36.3636363636	41.0
D06.1	60.1209600486	141.0	2736763.0	45.4545454545	40.0
D07.1	83.8029436271	141.0	2481909.0	36.3636363636	40.0
D08.1	85.3386304924	141.0	4101562.0	36.3636363636	41.0
D09.1	84.5850216017	141.0	4008239.0	36.3636363636	40.0
D10.1	85.4328584622	141.0	2760878.0	36.3636363636	40.0
D11.1	76.5355740758	141.0	653414.0	45.4545454545	41.0
D12.1	84.6577992228	141.0	3637843.0	36.3636363636	41.0
E01.1	73.6394421876	141.0	1039988.0	36.3636363636	41.0
E02.1	50.5499908942	141.0	54910.0	36.3636363636	40.0
E03.1	82.2106564144	141.0	1730792.0	45.4545454545	41.0
E04.1	84.1198715473	141.0	4353922.0	36.3636363636	41.0
E05.1	83.6576778133	141.0	2368510.0	45.4545454545	41.0
E06.1	73.8517846971	141.0	1081623.0	36.3636363636	41.0
E07.1	82.9037695863	141.0	2011284.0	36.3636363636	41.0
E08.1	84.2947073794	141.0	3798804.0	36.3636363636	40.0
E09.1	85.4871621316	141.0	4224776.0	36.3636363636	41.0
E10.1	77.08158854	141.0	995358.0	45.4545454545	42.0
E11.1	74.7246705136	141.0	842075.0	54.5454545455	41.0
E12.1	78.2994984828	141.0	2655972.0	54.5454545455	42.0
F01.1	48.0296434056	141.0	70977.0	27.2727272727	39.0
F02.1	83.0698702015	141.0	2335532.0	45.4545454545	41.0
F03.1	84.0686088315	141.0	3124884.0	36.3636363636	40.0
F04.1	82.4681912844	141.0	3013974.0	36.3636363636	40.0
F05.1	81.2582746232	141.0	2744774.0	36.3636363636	40.0
F06.1	83.485733851	141.0	2438438.0	36.3636363636	40.0
F07.1	87.8417763612	141.0	4068411.0	45.4545454545	41.0
F08.1	81.5400585226	141.0	1684661.0	36.3636363636	40.0
F09.1	76.446350414	141.0	1996629.0	45.4545454545	41.0
F10.1	82.7677820035	141.0	2242382.0	36.3636363636	40.0
F11.1	73.2577924513	141.0	1359707.0	36.3636363636	39.0
F12.1	80.389941376	141.0	2999801.0	36.3636363636	41.0
G01.1	84.7177421454	141.0	3142475.0	45.4545454545	41.0
G02.1	83.3381013589	141.0	2553941.0	45.4545454545	40.0
G03.1	84.1676621264	141.0	3607237.0	45.4545454545	40.0
G04.1	81.7116619693	141.0	2523281.0	36.3636363636	40.0
G05.1	85.3703169049	141.0	5504806.0	36.3636363636	41.0
G06.1	84.7599658194	141.0	4310216.0	36.3636363636	41.0
G07.1	81.3250059421	141.0	1740655.0	36.3636363636	41.0
G08.1	87.4802956191	141.0	4483661.0	36.3636363636	40.0
G09.1	82.7790024551	141.0	2733193.0	45.4545454545	40.0
G10.1	81.2192458312	141.0	2123935.0	36.3636363636	40.0
G11.1	85.2970915829	141.0	3634004.0	36.3636363636	40.0
G12.1	82.604438677	141.0	2202898.0	45.4545454545	40.0
H01.1	46.1404842037	141.0	9211.0	36.3636363636	42.0
H02.1	64.0632158193	141.0	482687.0	45.4545454545	40.0
H03.1	85.2664480932	141.0	3147409.0	36.3636363636	40.0
H04.1	83.3333414568	141.0	3413438.0	36.3636363636	40.0
H05.1	81.0720600473	141.0	2030025.0	36.3636363636	40.0
H06.1	82.4957575967	141.0	3334103.0	36.3636363636	41.0
H07.1	75.5347061915	141.0	1101968.0	45.4545454545	40.0
H08.1	86.1970801847	141.0	4188506.0	36.3636363636	40.0
H09.1	81.9282464441	141.0	1962265.0	36.3636363636	42.0
H10.1	79.3396054582	141.0	1530784.0	36.3636363636	41.0
H11.1	85.9178995865	141.0	3836793.0	36.3636363636	41.0
H12.1	66.4129044759	141.0	2870197.0	45.4545454545	40.0
