"","Id","locus","no_miss","miss","perc_no_miss","perc_miss"
"285","mindepth_10_10_40","locus286",56,18,0.756756756756757,0.243243243243243
"286","mindepth_10_10_40","locus287",39,35,0.527027027027027,0.472972972972973
"287","mindepth_10_10_40","locus288",45,29,0.608108108108108,0.391891891891892
"288","mindepth_10_10_40","locus289",71,3,0.959459459459459,0.0405405405405405
"289","mindepth_10_10_40","locus290",30,44,0.405405405405405,0.594594594594595
"290","mindepth_10_10_40","locus291",54,20,0.72972972972973,0.27027027027027
"291","mindepth_10_10_40","locus292",54,20,0.72972972972973,0.27027027027027
"292","mindepth_10_10_40","locus293",66,8,0.891891891891892,0.108108108108108
"293","mindepth_10_10_40","locus294",34,40,0.459459459459459,0.540540540540541
"294","mindepth_10_10_40","locus295",41,33,0.554054054054054,0.445945945945946
"295","mindepth_10_10_40","locus296",71,3,0.959459459459459,0.0405405405405405
"296","mindepth_10_10_40","locus297",67,7,0.905405405405405,0.0945945945945946
"297","mindepth_10_10_40","locus298",59,15,0.797297297297297,0.202702702702703
"298","mindepth_10_10_40","locus299",38,36,0.513513513513513,0.486486486486487
"299","mindepth_10_10_40","locus300",70,4,0.945945945945946,0.0540540540540541
"300","mindepth_10_10_40","locus301",61,13,0.824324324324324,0.175675675675676
"301","mindepth_10_10_40","locus302",32,42,0.432432432432432,0.567567567567568
"302","mindepth_10_10_40","locus303",73,1,0.986486486486487,0.0135135135135135
"303","mindepth_10_10_40","locus304",32,42,0.432432432432432,0.567567567567568
"304","mindepth_10_10_40","locus305",30,44,0.405405405405405,0.594594594594595
"305","mindepth_10_10_40","locus306",71,3,0.959459459459459,0.0405405405405405
"306","mindepth_10_10_40","locus307",31,43,0.418918918918919,0.581081081081081
"307","mindepth_10_10_40","locus308",34,40,0.459459459459459,0.540540540540541
"308","mindepth_10_10_40","locus309",72,2,0.972972972972973,0.027027027027027
"309","mindepth_10_10_40","locus310",36,38,0.486486486486487,0.513513513513513
"310","mindepth_10_10_40","locus311",67,7,0.905405405405405,0.0945945945945946
"311","mindepth_10_10_40","locus312",40,34,0.540540540540541,0.459459459459459
"312","mindepth_10_10_40","locus313",52,22,0.702702702702703,0.297297297297297
"313","mindepth_10_10_40","locus314",36,38,0.486486486486487,0.513513513513513
"314","mindepth_10_10_40","locus315",42,32,0.567567567567568,0.432432432432432
"315","mindepth_10_10_40","locus316",41,33,0.554054054054054,0.445945945945946
"316","mindepth_10_10_40","locus317",31,43,0.418918918918919,0.581081081081081
"317","mindepth_10_10_40","locus318",64,10,0.864864864864865,0.135135135135135
"318","mindepth_10_10_40","locus319",54,20,0.72972972972973,0.27027027027027
"319","mindepth_10_10_40","locus320",41,33,0.554054054054054,0.445945945945946
"320","mindepth_10_10_40","locus321",32,42,0.432432432432432,0.567567567567568
"321","mindepth_10_10_40","locus322",30,44,0.405405405405405,0.594594594594595
"322","mindepth_10_10_40","locus323",41,33,0.554054054054054,0.445945945945946
"323","mindepth_10_10_40","locus324",34,40,0.459459459459459,0.540540540540541
"324","mindepth_10_10_40","locus325",60,14,0.810810810810811,0.189189189189189
"325","mindepth_10_10_40","locus326",34,40,0.459459459459459,0.540540540540541
"326","mindepth_10_10_40","locus327",49,25,0.662162162162162,0.337837837837838
"327","mindepth_10_10_40","locus328",48,26,0.648648648648649,0.351351351351351
"328","mindepth_10_10_40","locus329",31,43,0.418918918918919,0.581081081081081
"329","mindepth_10_10_40","locus330",31,43,0.418918918918919,0.581081081081081
"330","mindepth_10_10_40","locus331",32,42,0.432432432432432,0.567567567567568
"331","mindepth_10_10_40","locus332",37,37,0.5,0.5
"332","mindepth_10_10_40","locus333",33,41,0.445945945945946,0.554054054054054
"333","mindepth_10_10_40","locus334",73,1,0.986486486486487,0.0135135135135135
"334","mindepth_10_10_40","locus335",32,42,0.432432432432432,0.567567567567568
"335","mindepth_10_10_40","locus336",31,43,0.418918918918919,0.581081081081081
"336","mindepth_10_10_40","locus337",34,40,0.459459459459459,0.540540540540541
"337","mindepth_10_10_40","locus338",34,40,0.459459459459459,0.540540540540541
"338","mindepth_10_10_40","locus339",33,41,0.445945945945946,0.554054054054054
"339","mindepth_10_10_40","locus340",43,31,0.581081081081081,0.418918918918919
"340","mindepth_10_10_40","locus341",47,27,0.635135135135135,0.364864864864865
"341","mindepth_10_10_40","locus342",35,39,0.472972972972973,0.527027027027027
"342","mindepth_10_10_40","locus343",43,31,0.581081081081081,0.418918918918919
"343","mindepth_10_10_40","locus344",40,34,0.540540540540541,0.459459459459459
"344","mindepth_10_10_40","locus345",35,39,0.472972972972973,0.527027027027027
"345","mindepth_10_10_40","locus346",62,12,0.837837837837838,0.162162162162162
"346","mindepth_10_10_40","locus347",40,34,0.540540540540541,0.459459459459459
"347","mindepth_10_10_40","locus348",49,25,0.662162162162162,0.337837837837838
"348","mindepth_10_10_40","locus349",39,35,0.527027027027027,0.472972972972973
"349","mindepth_10_10_40","locus350",35,39,0.472972972972973,0.527027027027027
"350","mindepth_10_10_40","locus351",35,39,0.472972972972973,0.527027027027027
"351","mindepth_10_10_40","locus352",38,36,0.513513513513513,0.486486486486487
"352","mindepth_10_10_40","locus353",31,43,0.418918918918919,0.581081081081081
"353","mindepth_10_10_40","locus354",30,44,0.405405405405405,0.594594594594595
"354","mindepth_10_10_40","locus355",44,30,0.594594594594595,0.405405405405405
"355","mindepth_10_10_40","locus356",73,1,0.986486486486487,0.0135135135135135
"356","mindepth_10_10_40","locus357",59,15,0.797297297297297,0.202702702702703
"357","mindepth_10_10_40","locus358",34,40,0.459459459459459,0.540540540540541
"358","mindepth_10_10_40","locus359",37,37,0.5,0.5
"359","mindepth_10_10_40","locus360",36,38,0.486486486486487,0.513513513513513
"360","mindepth_10_10_40","locus361",71,3,0.959459459459459,0.0405405405405405
"361","mindepth_10_10_40","locus362",32,42,0.432432432432432,0.567567567567568
"362","mindepth_10_10_40","locus363",38,36,0.513513513513513,0.486486486486487
"363","mindepth_10_10_40","locus364",49,25,0.662162162162162,0.337837837837838
"364","mindepth_10_10_40","locus365",38,36,0.513513513513513,0.486486486486487
"365","mindepth_10_10_40","locus366",32,42,0.432432432432432,0.567567567567568
"366","mindepth_10_10_40","locus367",32,42,0.432432432432432,0.567567567567568
