"","param","Pop","dist"
"1","clust_94_80","s9",0.0944198096306781
"2","clust_94_80","s9",0.10372995479227
"3","clust_94_80","s9",0.0834084154646784
"4","clust_94_80","s9",0.105058574056677
"5","clust_94_80","s9",0.0969535789801201
"6","clust_94_80","s9",0.0936079805725187
"7","clust_94_80","s9",0.102023679222021
"8","clust_94_80","s9",0.0965353609425262
"9","clust_94_80","s9",0.0975231364350994
"10","clust_94_80","s9",0.0988679720242646
"11","clust_94_80","s9",0.101767692309128
"12","clust_94_80","s9",0.098016959629036
"13","clust_94_80","s9",0.0899207494243775
"14","clust_94_80","s9",0.101647046219154
"15","clust_94_80","s9",0.0902714561102306
"16","clust_94_80","s9",0.0982511005350527
"17","clust_94_80","s9",0.0987620657876531
"18","clust_94_80","s9",0.0951580638330287
"19","clust_94_80","s9",0.0985435247984952
"20","clust_94_80","s9",0.0971671172357641
"21","clust_94_80","s9",0.101243592076494
"22","clust_94_80","s9",0.0974251298791222
"23","clust_94_80","s9",0.0992205990990305
"24","clust_94_80","s9",0.100445151593948
"25","clust_94_80","s9",0.0970443541319069
"26","clust_94_80","s9",0.0933916928484264
"27","clust_94_80","s9",0.0953200106102053
"28","clust_94_80","s9",0.0893318419378816
"29","clust_94_80","s9",0.0953531339371327
"30","clust_94_80","s9",0.0954114732063182
"31","clust_94_80","s9",0.100372187217532
"32","clust_94_80","s9",0.10079027289825
"33","clust_94_80","s9",0.0932265901672556
"34","clust_94_80","s9",0.098732403947443
"35","clust_94_80","s9",0.102533958706664
"36","clust_94_80","s9",0.0916764891325484
"37","clust_94_80","s9",0.0950983328621421
"38","clust_94_80","s9",0.0992841480495152
"39","clust_94_80","s9",0.0837161752628505
"40","clust_94_80","s9",0.100045927788368
"41","clust_94_80","s9",0.0998454312377249
"42","clust_94_80","s9",0.10189161361506
"43","clust_94_80","s9",0.0975072942649517
"44","clust_94_80","s9",0.0981380198402315
"45","clust_94_80","s9",0.10480625717131
"46","clust_94_80","s9",0.0891139248806841
"47","clust_94_80","s9",0.0931761614844863
"48","clust_94_80","s9",0.101101374756138
"49","clust_94_80","s9",0.0891601710522376
"50","clust_94_80","s9",0.0942625407424472
"51","clust_94_80","s9",0.100521941313937
"52","clust_94_80","s9",0.0945294216722903
"53","clust_94_80","s9",0.10036167910499
"54","clust_94_80","s9",0.0962554827202251
"55","clust_94_80","s9",0.0928840975152173
"56","clust_94_80","s9",0.0976193178659276
"57","clust_94_80","s9",0.0848380002610321
"58","clust_94_80","s9",0.083522978008611
"59","clust_94_80","s9",0.101305300778482
"60","clust_94_80","s9",0.0754132277377059
"61","clust_94_80","s9",0.100107703308615
"62","clust_94_80","s9",0.0977720941001704
"63","clust_94_80","s9",0.0911851107486509
"64","clust_94_80","s9",0.0995854535139185
"65","clust_94_80","s9",0.098991990745743
"66","clust_94_80","s9",0.0925807943459795
"67","clust_94_80","s9",0.0921378259546272
"68","clust_94_80","s9",0.0863479533898427
"69","clust_94_80","s9",0.104789733997191
"70","clust_94_80","s9",0.0946198532286077
"71","clust_94_80","s9",0.0855815082770389
"72","clust_94_80","s9",0.101873005491163
"73","clust_94_80","s9",0.0942573585796925
"74","clust_94_80","s9",0.096578774048504
"75","clust_94_80","s9",0.094085605121417
"76","clust_94_80","s9",0.0943437371328999
"77","clust_94_80","s9",0.104595027271152
"78","clust_94_80","s9",0.0888851833241175
"79","clust_94_80","s9",0.098002166402541
"80","clust_94_80","s9",0.099892493580075
"81","clust_94_80","s9",0.0963383167123667
"82","clust_94_80","s9",0.102502582140198
"83","clust_94_80","s9",0.0998503163896188
"84","clust_94_80","s9",0.106744511994417
"85","clust_94_80","s9",0.103336110569415
"86","clust_94_80","s9",0.0980361836859261
"87","clust_94_80","s9",0.100923372538156
"88","clust_94_80","s9",0.0903674451124811
"89","clust_94_80","s9",0.106027524111859
"90","clust_94_80","s9",0.0992688357160027
"91","clust_94_80","s9",0.100044307224327
"92","clust_94_80","s8",0.0921684321814846
"93","clust_94_80","s8",0.0785706012378004
"94","clust_94_80","s8",0.0909520942110283
"95","clust_94_80","s7",0.103947365104158
"96","clust_94_80","s7",0.121958999920007
"97","clust_94_80","s7",0.120815983704121
"98","clust_94_80","s6",0.102248457080146
"99","clust_94_80","s6",0.11036086301521
"100","clust_94_80","s6",0.109904430391419
"101","clust_94_80","s6",0.264656171583776
"102","clust_94_80","s6",0.112745804515431
"103","clust_94_80","s6",0.112115615560476
"104","clust_94_80","s6",0.100004853735555
"105","clust_94_80","s6",0.110993800170053
"106","clust_94_80","s6",0.10190921015523
"107","clust_94_80","s6",0.285320659034065
"108","clust_94_80","s6",0.112338413068126
"109","clust_94_80","s6",0.111541370995902
"110","clust_94_80","s6",0.0976848553764526
"111","clust_94_80","s6",0.117671842370056
"112","clust_94_80","s6",0.246750596128317
"113","clust_94_80","s6",0.125302015171592
"114","clust_94_80","s6",0.122207364573879
"115","clust_94_80","s6",0.11478400985921
"116","clust_94_80","s6",0.27264422248339
"117","clust_94_80","s6",0.113243117406262
"118","clust_94_80","s6",0.11288115901736
"119","clust_94_80","s6",0.10254015915361
"120","clust_94_80","s6",0.270346957357407
"121","clust_94_80","s6",0.270155571748756
"122","clust_94_80","s6",0.272478306272046
"123","clust_94_80","s6",0.0803020242234993
"124","clust_94_80","s6",0.112831553178517
"125","clust_94_80","s6",0.111926736099219
"126","clust_94_80","s5",0.107885472799954
"127","clust_94_80","s5",0.117321382608832
"128","clust_94_80","s5",0.106915093160266
"129","clust_94_80","s5",0.122658480627776
"130","clust_94_80","s5",0.116414097070027
"131","clust_94_80","s5",0.117302126229539
"132","clust_94_80","s4",0.0999634844431395
"133","clust_94_80","s4",0.0994580367947735
"134","clust_94_80","s4",0.106272175526941
"135","clust_94_80","s4",0.103500139016348
"136","clust_94_80","s4",0.104822636567079
"137","clust_94_80","s4",0.100084994674981
"138","clust_94_80","s4",0.102636731506989
"139","clust_94_80","s4",0.10052125798554
"140","clust_94_80","s4",0.101212217497086
"141","clust_94_80","s4",0.0970963747115608
"142","clust_94_80","s4",0.103910365870277
"143","clust_94_80","s4",0.0991517804737784
"144","clust_94_80","s4",0.0975232402360928
"145","clust_94_80","s4",0.0955076918087268
"146","clust_94_80","s4",0.104067482739553
"147","clust_94_80","s3",0.131618838729058
"148","clust_94_80","s3",0.121294040652901
"149","clust_94_80","s3",0.166931179551719
"150","clust_94_80","s3",0.144791631864851
"151","clust_94_80","s3",0.14661249041711
"152","clust_94_80","s3",0.100020501162066
"153","clust_94_80","s3",0.163035779841502
"154","clust_94_80","s3",0.139627388248287
"155","clust_94_80","s3",0.14588271646193
"156","clust_94_80","s3",0.165847057620545
"157","clust_94_80","s3",0.141748725751703
"158","clust_94_80","s3",0.141815400779235
"159","clust_94_80","s3",0.146389726426036
"160","clust_94_80","s3",0.149402585156751
"161","clust_94_80","s3",0.111417248168058
"162","clust_94_80","s2",0.0951642367902266
"163","clust_94_80","s2",0.0942379157757136
"164","clust_94_80","s2",0.101330548943081
"165","clust_94_80","s2",0.0832287278798086
"166","clust_94_80","s2",0.0828927853572852
"167","clust_94_80","s2",0.0685879328810346
"168","clust_94_80","s2",0.0752715998016246
"169","clust_94_80","s2",0.110838688254592
"170","clust_94_80","s2",0.106019055470859
"171","clust_94_80","s2",0.0780752334842031
"172","clust_94_80","s2",0.105273284664063
"173","clust_94_80","s2",0.10731117167887
"174","clust_94_80","s2",0.106183487921632
"175","clust_94_80","s2",0.104145508402238
"176","clust_94_80","s2",0.0607893008213328
"177","clust_94_80","s15",0.272127772691876
"178","clust_94_80","s15",0.280440268044346
"179","clust_94_80","s15",0.302601070916258
"180","clust_94_80","s14",0.11615755550786
"181","clust_94_80","s14",0.0874288650194218
"182","clust_94_80","s14",0.142984358024819
"183","clust_94_80","s13",0.119053162871254
"184","clust_94_80","s13",0.119405188000249
"185","clust_94_80","s13",0.107165633118273
"186","clust_94_80","s13",0.112062232628649
"187","clust_94_80","s13",0.109732754397735
"188","clust_94_80","s13",0.108744841781572
"189","clust_94_80","s13",0.116022645793974
"190","clust_94_80","s13",0.130095347599965
"191","clust_94_80","s13",0.123670384123282
"192","clust_94_80","s13",0.105104920163077
"193","clust_94_80","s13",0.130556201903515
"194","clust_94_80","s13",0.127989165530847
"195","clust_94_80","s13",0.117852362350437
"196","clust_94_80","s13",0.106341621895268
"197","clust_94_80","s13",0.112006461144646
"198","clust_94_80","s12",0.106678551989151
"199","clust_94_80","s12",0.112033759348075
"200","clust_94_80","s12",0.101994282465129
"201","clust_94_80","s11",0.0881354160149923
"202","clust_94_80","s11",0.0809056039227063
"203","clust_94_80","s11",0.0632145841469717
"204","clust_94_80","s10",0.0917090149149627
"205","clust_94_80","s1",0.263279953950105
"206","clust_94_80","s1",0.379244009105434
"207","clust_94_80","s1",0.129242999661135
"208","clust_94_80","s1",0.132006125389302
"209","clust_94_80","s1",0.311846784708209
"210","clust_94_80","s1",0.209204901746182
"211","clust_94_80","s1",0.119053162871254
"212","clust_94_80","s1",0.135650718404993
"213","clust_94_80","s1",0.164773410166908
"214","clust_94_80","s1",0.203423184214134
"215","clust_94_80","s1",0.119405188000249
"216","clust_94_80","s1",0.171580915734137
"217","clust_94_80","s1",0.170342852163281
"218","clust_94_80","s1",0.107165633118273
"219","clust_94_80","s1",0.16756020236344
"220","clust_94_80","s1",0.782377863428998
"221","clust_94_80","s1",0.112062232628649
"222","clust_94_80","s1",0.169858731359747
"223","clust_94_80","s1",0.805021595384719
"224","clust_94_80","s1",0.109732754397735
"225","clust_94_80","s1",0.184901973355771
"226","clust_94_80","s1",0.39295061842581
"227","clust_94_80","s1",0.907198759808096
"228","clust_94_80","s1",0.249565206331445
"229","clust_94_80","s1",0.270772084490268
"230","clust_94_80","s1",0.254997271731472
"231","clust_94_80","s1",0.218378678083521
"232","clust_94_80","s1",0.2202519279884
"233","clust_94_80","s1",0.242008647316602
"234","clust_94_80","s1",0.245455600221576
"235","clust_94_80","s1",0.254947469447001
"236","clust_94_80","s1",0.215203622733595
"237","clust_94_80","s1",0.247122443012534
"238","clust_94_80","s1",0.261089707953748
"239","clust_94_80","s1",0.251062408633624
"240","clust_94_80","s1",0.264190058059678
"241","clust_94_80","s1",0.274854872892393
"242","clust_94_80","s1",0.617422900377796
"243","clust_94_80","s1",0.255911218703855
"244","clust_94_80","s1",0.276166281902586
"245","clust_94_80","s1",0.645703782316832
"246","clust_94_80","s1",0.260236621426742
"247","clust_94_80","s1",0.251344286278654
"248","clust_94_80","s1",0.259233452676833
"249","clust_94_80","s1",0.740890076369877
"250","clust_94_80","s1",0.382415621330983
"251","clust_94_80","s1",0.36946947704807
"252","clust_94_80","s1",0.11615755550786
"253","clust_94_80","s1",0.329067791045708
"254","clust_94_80","s1",0.350676046223491
"255","clust_94_80","s1",0.360410571462854
"256","clust_94_80","s1",0.369837461989078
"257","clust_94_80","s1",0.324533546809815
"258","clust_94_80","s1",0.35926634958175
"259","clust_94_80","s1",0.363869232872912
"260","clust_94_80","s1",0.360513365775261
"261","clust_94_80","s1",0.382582787644986
"262","clust_94_80","s1",0.380584025043955
"263","clust_94_80","s1",0.553727636132991
"264","clust_94_80","s1",0.369847327074327
"265","clust_94_80","s1",0.382008564109851
"266","clust_94_80","s1",0.579597716643233
"267","clust_94_80","s1",0.378001652448546
"268","clust_94_80","s1",0.361307487018265
"269","clust_94_80","s1",0.0874288650194218
"270","clust_94_80","s1",0.676553732929724
"271","clust_94_80","s1",0.106678551989151
"272","clust_94_80","s1",0.31022593319701
"273","clust_94_80","s1",0.208918085371042
"274","clust_94_80","s1",0.150467664099957
"275","clust_94_80","s1",0.112033759348075
"276","clust_94_80","s1",0.156017256749648
"277","clust_94_80","s1",0.201411132463824
"278","clust_94_80","s1",0.138155927593824
"279","clust_94_80","s1",0.166937610477849
"280","clust_94_80","s1",0.16099162991713
"281","clust_94_80","s1",0.126383036766751
"282","clust_94_80","s1",0.160597798955727
"283","clust_94_80","s1",0.795875061743991
"284","clust_94_80","s1",0.132283060124552
"285","clust_94_80","s1",0.164552906072943
"286","clust_94_80","s1",0.819918935050659
"287","clust_94_80","s1",0.131730321111829
"288","clust_94_80","s1",0.182348365868944
"289","clust_94_80","s1",0.397386853441325
"290","clust_94_80","s1",0.918808378604828
"291","clust_94_80","s1",0.304266065397756
"292","clust_94_80","s1",0.199678085689531
"293","clust_94_80","s1",0.145008986455876
"294","clust_94_80","s1",0.101994282465129
"295","clust_94_80","s1",0.160843336242864
"296","clust_94_80","s1",0.19223314724983
"297","clust_94_80","s1",0.135677165390648
"298","clust_94_80","s1",0.169657123453857
"299","clust_94_80","s1",0.167568664749685
"300","clust_94_80","s1",0.132896633401865
"301","clust_94_80","s1",0.168474361519387
"302","clust_94_80","s1",0.770842438078858
"303","clust_94_80","s1",0.137128860426281
"304","clust_94_80","s1",0.169417162332514
"305","clust_94_80","s1",0.794057803077178
"306","clust_94_80","s1",0.136143706532247
"307","clust_94_80","s1",0.182312623592972
"308","clust_94_80","s1",0.383162655048383
"309","clust_94_80","s1",0.893602944884104
"310","clust_94_80","s1",0.269354393226855
"311","clust_94_80","s1",0.286705484068154
"312","clust_94_80","s1",0.295507893303432
"313","clust_94_80","s1",0.299555363406304
"314","clust_94_80","s1",0.259431369081062
"315","clust_94_80","s1",0.295317493359565
"316","clust_94_80","s1",0.299173414792589
"317","clust_94_80","s1",0.29088377285383
"318","clust_94_80","s1",0.313279993651661
"319","clust_94_80","s1",0.310021042334839
"320","clust_94_80","s1",0.630597487709404
"321","clust_94_80","s1",0.301162413952004
"322","clust_94_80","s1",0.312721114945785
"323","clust_94_80","s1",0.655687097801699
"324","clust_94_80","s1",0.309144700664411
"325","clust_94_80","s1",0.287822629576855
"326","clust_94_80","s1",0.142984358024819
"327","clust_94_80","s1",0.759715288449869
"328","clust_94_80","s1",0.19805835401857
"329","clust_94_80","s1",0.199322773578419
